,test,prediccion
2020-09-01 04:00:00,61.15,29.39350069848969
2020-09-01 05:00:00,63.45,35.55811297254304
2020-09-01 06:00:00,62.85,39.623844936677216
2020-09-01 07:00:00,63.26,37.545216177701576
2020-09-01 08:00:00,61.97,33.597458211246774
2020-09-01 09:00:00,64.48,37.83308035979263
2020-09-01 10:00:00,61.77,56.24568677247364
2020-09-01 11:00:00,126.61,83.3051673143714
2020-09-01 12:00:00,123.95,105.06234569490849
2020-09-01 13:00:00,124.23,110.88750415607537
2020-09-01 14:00:00,125.83,103.01473147173269
2020-09-01 15:00:00,126.49,94.49497208308645
2020-09-01 16:00:00,125.13,96.9668036180304
2020-09-01 17:00:00,123.17,109.51207290794035
2020-09-01 18:00:00,124.98,119.10864000061893
2020-09-01 19:00:00,127.44,112.3678199534053
2020-09-01 20:00:00,121.48,87.68546616810777
2020-09-01 21:00:00,51.03,56.73035106745618
2020-09-01 22:00:00,53.85,34.380166015418475
2020-09-01 23:00:00,50.12,26.853673699086066
2020-09-02 00:00:00,48.38,28.76169231219496
2020-09-02 01:00:00,47.15,30.630962753656313
2020-09-02 02:00:00,48.2,28.48718697533515
2020-09-02 03:00:00,50.99,26.02859584040855
2020-09-02 04:00:00,56.8,28.286918616736358
2020-09-02 05:00:00,56.31,34.564395064236066
2020-09-02 06:00:00,56.96,38.75382345966665
2020-09-02 07:00:00,57.39,36.80716240136455
2020-09-02 08:00:00,54.61,32.99708044786128
2020-09-02 09:00:00,54.82,37.37355572601913
2020-09-02 10:00:00,55.62,55.92772557975734
2020-09-02 11:00:00,120.43,83.12710857459291
2020-09-02 12:00:00,120.53,105.02028184854206
2020-09-02 13:00:00,121.03,110.97543275256444
2020-09-02 14:00:00,123.57,103.2247312424607
2020-09-02 15:00:00,125.06,94.8174005180003
2020-09-02 16:00:00,125.19,97.3905129261621
2020-09-02 17:00:00,127.52,110.02464103618635
2020-09-02 18:00:00,128.97,119.6966132231212
2020-09-02 19:00:00,130.47,113.0169634160211
2020-09-02 20:00:00,127.76,88.38101872541087
2020-09-02 21:00:00,56.15,57.45728073168136
2020-09-02 22:00:00,57.02,35.123422339738624
2020-09-02 23:00:00,53.15,27.59843355094
2020-09-03 00:00:00,50.49,29.493595567289113
2020-09-03 01:00:00,48.17,31.336334654425144
2020-09-03 02:00:00,47.72,29.15324408908912
2020-09-03 03:00:00,51.2,26.643632827782717
2020-09-03 04:00:00,62.51,28.84047329356268
2020-09-03 05:00:00,65.95,35.04738958849462
2020-09-03 06:00:00,67.0,39.158679807904036
2020-09-03 07:00:00,63.32,37.127890687805014
2020-09-03 08:00:00,58.66,33.229339027906406
2020-09-03 09:00:00,58.62,37.514682440675735
2020-09-03 10:00:00,57.66,55.97673990315897
2020-09-03 11:00:00,120.64,83.08468484882704
2020-09-03 12:00:00,120.83,104.88869421077598
2020-09-03 13:00:00,118.26,110.75847274956034
2020-09-03 14:00:00,119.34,102.92759952917719
2020-09-03 15:00:00,121.33,94.44657439969228
2020-09-03 16:00:00,127.59,96.95359186116022
2020-09-03 17:00:00,130.02,109.53017251924385
2020-09-03 18:00:00,133.34,119.15390176004463
2020-09-03 19:00:00,131.12,112.43586555160596
2020-09-03 20:00:00,128.56,87.77172728437954
2020-09-03 21:00:00,56.06,56.830101590331395
2020-09-03 22:00:00,56.77,34.48854719506027
2020-09-03 23:00:00,51.08,26.96571217180947
2020-09-04 00:00:00,48.06,28.872311088474532
2020-09-04 01:00:00,45.51,30.73498540903174
2020-09-04 02:00:00,44.75,28.579335426402793
2020-09-04 03:00:00,45.55,26.103482223420833
2020-09-04 04:00:00,55.85,28.339031910032716
2020-09-04 05:00:00,60.96,34.58808321633714
2020-09-04 06:00:00,63.47,38.743271872028366
2020-09-04 07:00:00,62.12,36.756369727837644
2020-09-04 08:00:00,60.77,32.89983271007459
2020-09-04 09:00:00,59.33,37.22339983020814
2020-09-04 10:00:00,59.53,55.71794333276023
2020-09-04 11:00:00,122.64,82.85069233015881
2020-09-04 12:00:00,118.79,104.66991290242589
2020-09-04 13:00:00,116.55,110.54346359554731
2020-09-04 14:00:00,116.31,102.7031727326079
2020-09-04 15:00:00,120.72,94.19791497612803
2020-09-04 16:00:00,122.9,96.66441409237777
2020-09-04 17:00:00,126.38,109.18290172298097
2020-09-04 18:00:00,129.65,118.72988139928354
2020-09-04 19:00:00,128.95,111.91558733129807
2020-09-04 20:00:00,122.06,87.13508155312405
2020-09-04 21:00:00,52.19,56.05664505082811
2020-09-04 22:00:00,51.48,33.55778465641902
2020-09-04 23:00:00,50.4,25.857388844964923
2020-09-05 00:00:00,50.32,27.566711739546996
2020-09-05 01:00:00,50.62,29.213236543860223
2020-09-05 02:00:00,42.65,26.823706583875136
2020-09-05 03:00:00,42.41,24.097682412125415
2020-09-05 04:00:00,43.15,26.068497231204226
2020-09-05 05:00:00,45.9,32.04025177271278
2020-09-05 06:00:00,49.76,35.90784217450305
2020-09-05 07:00:00,48.64,33.62553895235334
2020-09-05 08:00:00,43.17,29.46851139161812
2020-09-05 09:00:00,45.34,33.48939980093034
2020-09-05 10:00:00,46.14,51.68213602691679
2020-09-05 11:00:00,111.01,78.51713489014394
2020-09-05 12:00:00,109.38,100.04593991106515
2020-09-05 13:00:00,106.74,105.63974263060237
2020-09-05 14:00:00,106.32,97.53372238265885
2020-09-05 15:00:00,107.06,88.78008439407648
2020-09-05 16:00:00,106.98,91.01882362172194
2020-09-05 17:00:00,113.38,103.33334460173418
2020-09-05 18:00:00,120.23,112.70318701339264
2020-09-05 19:00:00,120.39,105.74144697741322
2020-09-05 20:00:00,116.25,80.84583810989321
2020-09-05 21:00:00,41.8,49.687048434979786
